epoch,train_loss,val_chamfer_distance,val_f_score
1,0.05459068471995684,0.01482334709726274,0.40273853046319497
2,0.0130420087908323,0.009900114731863141,0.4595456564862661
3,0.009996464762550134,0.00835305207874626,0.521666428846927
4,0.009042651929820959,0.008037057938054204,0.5278993619933241
5,0.008586027193814516,0.007659002556465566,0.5523030533099718
